,tweets,id,date,sentiment
47,"RT @joshuawongcf: Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",1305015181978734595,2020-09-13 05:27:20,Negative
48,the frequency of tinder adverts I've been getting is rude wow. I'm not as lonely and desperate for human interaction as you think google,1305015181102198785,2020-09-13 05:27:19,Negative
49,"RT @Surende65028255: #Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this world…",1305015180758118400,2020-09-13 05:27:19,Negative
50,RT @autosinnovate: Running an errand? Bring your child with you. Keeping them in a hot car could be lethal.,1305015180657594368,2020-09-13 05:27:19,Positive
51,@MikeJon91643223 @hyyhphoebe So sad u re missing out,1305015179940376577,2020-09-13 05:27:19,Negative
52,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015177096712192,2020-09-13 05:27:18,Negative
53,"You might be Sad , keep on pushing because u are meant to succeed, keep pushing❤️ https://t.co/5dSpBeFkch",1305015176878592000,2020-09-13 05:27:18,Negative
54,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015176773550080,2020-09-13 05:27:18,Negative
55,"RT @_sosuhhh: My cousins boyfriend was recently killed due to a road rage situation, he was shot in the head Infront of her and their daugh…",1305015176677089281,2020-09-13 05:27:18,Negative
56,@KENMAW0RLD Lol sad,1305015175666380800,2020-09-13 05:27:18,Negative
57,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015175137894400,2020-09-13 05:27:18,Negative
58,RT @LesbianLeopard: Made this account away from IRL friends &amp; fam to safely embark on a journey of exploration into my freshly accepted que…,1305015174827474944,2020-09-13 05:27:18,Negative
59,Damn. Why everyone falling asleep so early on this Saturday  night smh. Got me all lonely and shit 😖😖,1305015174777110528,2020-09-13 05:27:18,Negative
60,RT @TheMattBrock: Those indigenous people are not to be f’d with. You ever see that one doc where dude discovers em and they start shooting…,1305015173594349568,2020-09-13 05:27:18,Positive
61,"RT @Princeee3k: dudes really be asking if im pressed, like yeah im dePRESSED😒",1305015172550066176,2020-09-13 05:27:17,Negative
62,Incredibly sad. Always be aware of your surroundings. Just in case. https://t.co/FBhOwMh7Ze,1305015172134703104,2020-09-13 05:27:17,Negative
63,@BrettClaudio If i call that and don't get memed i will be sad,1305015172067741696,2020-09-13 05:27:17,Negative
64,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015171354681344,2020-09-13 05:27:17,Negative
65,"RT @joshuawongcf: Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",1305015171027333120,2020-09-13 05:27:17,Negative
66,"RT @jaycee1001: I cannot BELIEVE that an organisation with the word BRITISH in its title thinks a display of the UK flag is ""sad to see""!…",1305015170683420673,2020-09-13 05:27:17,Negative
67,sad my husband wont make me food🙁,1305015168028545024,2020-09-13 05:27:16,Negative
68,@earthfana I used to feel this way aboht NYC too. But then I had an internship in that big office building on the f… https://t.co/9ZyOdktNPn,1305015167357521920,2020-09-13 05:27:16,Positive
69,RT @alonefeeIings: woke up sad again but who fucking cares,1305015166518456320,2020-09-13 05:27:16,Negative
70,RT @JohnCornyn: Sad to hear Mayor defend the deterioration of public safety and quality of life that has made Austin such an attractive pla…,1305015165767778304,2020-09-13 05:27:16,Negative
71,@ZenFrq @SusannarussoP Here in Calgary parents DEMANDED their children be masked. I feel so sad for the children. I… https://t.co/z5V3K0i9EN,1305015165654462465,2020-09-13 05:27:16,Negative
72,@LASDHQ Very sad and sick. Prayers for the police and their families.,1305015164446453761,2020-09-13 05:27:15,Negative
73,"RT @PattyArquette: I’m feeling depressed today. Sad for the world, the fires, the kids deported or missing, the DeJoy sending out misinform…",1305015164052279296,2020-09-13 05:27:15,Negative
74,@comegetyourhug pls don’t i’d be sad,1305015163523936262,2020-09-13 05:27:15,Negative
75,surprised to see valorant bringing out the classic rage in people,1305015162395652096,2020-09-13 05:27:15,Positive
76,RT @Space2Mal: My music doesn’t mean I’m in my feelings I just like sad music 😒,1305015161279971328,2020-09-13 05:27:15,Negative
77,"@SethAbramson Exactly.  I’m angry, I’m sad, I’m scared.",1305015160860418048,2020-09-13 05:27:15,Negative
78,"@JeniquaMusic Some sad news just in 
Please click on the below provide:
https://t.co/2obmMo0cKj",1305015160139063296,2020-09-13 05:27:14,Negative
79,RT @umarfof: Never let your baby sleep mad or sad.,1305015159388164096,2020-09-13 05:27:14,Negative
80,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015159044411392,2020-09-13 05:27:14,Negative
81,@BlueMark55 Im going tbh im super fucking depressed to the point I dont want to do a god damn thing. I will not cut… https://t.co/uwJiO4uYi6,1305015156964032512,2020-09-13 05:27:14,Negative
82,@Capt_Aliyu @DissiOfficial So sad💔💔,1305015156343275520,2020-09-13 05:27:13,Positive
83,"@blu3chika Yeah loneliness really sucks. I hate these polarizing feelings.

On one end, I wanna find a nice girl th… https://t.co/4QcqryvYWY",1305015156116795393,2020-09-13 05:27:13,Negative
84,@itzlays @nemoshukri damn bro u not coming anytime soon? 🥱 that's so sad 🥱 nah nah I'm playing 😂😂,1305015156099944448,2020-09-13 05:27:13,Negative
85,i have no one 2 love on so i am once again going to sleep lonely gn xo,1305015155537981440,2020-09-13 05:27:13,Negative
86,@donmyeong you are neither this is so sad..,1305015154229366784,2020-09-13 05:27:13,Negative
87,"@ariannnanc sad, your FG percentage is literally 0%",1305015154099343360,2020-09-13 05:27:13,Negative
88,@IrisCrystal_ Sad baby-Whole Lotta choppas,1305015153784754176,2020-09-13 05:27:13,Negative
89,@lousrosepetal @_h_a_b_i_t_ @iwannakisslou @louisseyebrow @Softvlou28 this is so sad 😔💔,1305015152635338752,2020-09-13 05:27:13,Negative
90,RT @kylegriffin1: Breaking: Trump bragged to Bob Woodward that he protected Saudi Arabia's Mohammed bin Salman from congressional scrutiny…,1305015152169816066,2020-09-13 05:27:12,Positive
91,RT @IngrahamAngle: Four people arrested for INTENTIONALLY starting blazes as wildfires rage https://t.co/i87rJV3C3k,1305015152052441088,2020-09-13 05:27:12,Negative
92,RT @moccobea: lonely evening 🌥️ https://t.co/Egtejpoyp1,1305015151012311040,2020-09-13 05:27:12,Negative
93,"@Klockwerklime If you want to hold on to some feelings, you mustn't do that. It feels bad to write someone off but… https://t.co/62MTumArFr",1305015147795116032,2020-09-13 05:27:11,Negative
94,RT @Konyjenn: okay this made me so sad 😞 https://t.co/w377lc8T27,1305015147069616128,2020-09-13 05:27:11,Negative
95,RT @steph_mcca: “suicide prevention month!!! &lt;3 remember to BE KIND” - girls who stopped being friends w me because sometimes i get kind of…,1305015145807130632,2020-09-13 05:27:11,Negative
96,If you would excuse me I'm going to go listen to my sad music lmao.,1305015145077370880,2020-09-13 05:27:11,Negative
97,i thought i was more chill. i thought we were made for each other. then he left me and i figured out who he loved m… https://t.co/01oKeHwHoX,1305015144586584065,2020-09-13 05:27:11,Negative
98,"RT @lindseydelgay: Many of you have seen the ""tip the artist"" section on my site, I appreciate all of you so much, I need to replace all my…",1305015144070619136,2020-09-13 05:27:11,Positive
99,"Head empty, lonely, just please someone talk to me ffs",1305015143504510976,2020-09-13 05:27:10,Negative
100,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015142438940675,2020-09-13 05:27:10,Negative
101,@realDonaldTrump Yes!! So sad two young deputies,1305015141876920320,2020-09-13 05:27:10,Negative
102,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015141872939010,2020-09-13 05:27:10,Negative
103,I like the running backs a lot but it just seems like neglect at wide receiver and tight end. Seems to be way more… https://t.co/ZITZ6FlSne,1305015141457702913,2020-09-13 05:27:10,Positive
104,"RT@camelliakyoyo Starting Sunday, with a little bit of cute—Azarashi wagashi, sweets in the shape of plump little s… https://t.co/zhpJkLKmjf",1305015141096808448,2020-09-13 05:27:10,Positive
105,@yeslehcgil @linxtte_ The offer came from me bc I was the one that said that I would tag along w/ your no friend ha… https://t.co/AgyjvgclOa,1305015140950183936,2020-09-13 05:27:10,Negative
106,"@realDonaldTrump With this kind of #MAGA @GOP Republican Carnage, why the hell would Americans reelect you,… https://t.co/0jy3GBBxnX",1305015140887093248,2020-09-13 05:27:10,Positive
107,RT @asheborn57: Four people arrested for INTENTIONALLY starting blazes as wildfires rage https://t.co/XPBZZCIyP1,1305015139461025792,2020-09-13 05:27:09,Negative
108,"@oceancape @charlesadler Sad. But still the pandemic is the cause. Or they could do nothing, and wait for the pande… https://t.co/DPVzoobhIt",1305015139029065728,2020-09-13 05:27:09,Negative
109,RT @realpreityzinta: Goons in Mumbai beat a 62 year old retd 🇮🇳 Indian Navy Veteran black &amp; blue cuz he forwarded a political cartoon on wh…,1305015138747998208,2020-09-13 05:27:09,Positive
110,RT @lowkeyalbert: it’s sad how our parents think they know us but they really don’t,1305015138618019840,2020-09-13 05:27:09,Negative
111,"Gacha people thing cookies, potatoes, and being depressed is a personality trait. 💀",1305015138186145792,2020-09-13 05:27:09,Negative
112,Lib unity and other sad stories https://t.co/mKfwtm09aK,1305015137368190976,2020-09-13 05:27:09,Negative
113,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015136764264448,2020-09-13 05:27:09,Negative
114,@spark_radio_net @MalliardReport Sad.  Not so wild or crazy as a conformist.  :/,1305015136487317504,2020-09-13 05:27:09,Negative
115,@PeterNewson3 Less evil and more sad *,1305015136445321216,2020-09-13 05:27:09,Negative
116,@frogzens im so lonely listen to my heart,1305015136390754309,2020-09-13 05:27:09,Negative
117,@NFLFantasy Lmao don’t start Boston Scott over Chris Carson. You’ll be sad and dumb,1305015135921078272,2020-09-13 05:27:09,Negative
118,RT @taylucifer95: bringing back this speech about how people will always take credit and undercut women’s success in every aspect of life..…,1305015135908495365,2020-09-13 05:27:09,Positive
119,"RT @preeYa____: #Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this world is d…",1305015135849730048,2020-09-13 05:27:09,Negative
120,Niggas who can’t get sad are crazy to me. Like niggas fr act like nothing happen over night. Nigga I be sad THE WHOLE WEEK lmao,1305015134709075968,2020-09-13 05:27:08,Negative
121,was sad for like a min but then i got over it :),1305015133090045952,2020-09-13 05:27:08,Negative
122,@istacksilver I'm sad about sumo wrestling but I'll live. I too am glad to not hear about most other sports though.,1305015132687405061,2020-09-13 05:27:08,Negative
123,"RT @joshuawongcf: Desperate, hopeless and depressed, a mother of #12hkyouths burst into tears when telling her son is sick w/o medicine in…",1305015132360122368,2020-09-13 05:27:08,Negative
124,"RT @danyamah: Sad😭
Their 26 year old mom was sentenced to 6 months in jail or fine of 50k.
The younger boy fought with with a friend, the f…",1305015131978559489,2020-09-13 05:27:08,Negative
125,@Rschooley @NotHoodlum How sad life must be if the best place to go is to a #TrumpVirus DEATHCON,1305015131823169536,2020-09-13 05:27:08,Negative
126,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015130883751936,2020-09-13 05:27:07,Negative
127,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015130820931585,2020-09-13 05:27:07,Negative
128,@outlawedlizzie @ihymaddie This is sad,1305015130644574208,2020-09-13 05:27:07,Negative
129,"RT @TimEdwardsZero4: Trump goes to his rallies and trashes his enemies and ironically, everything he says about his enemies is exactly what…",1305015130183270400,2020-09-13 05:27:07,Positive
130,Going out sad AF Harden a choker and Russbrick ass https://t.co/xOSQIBm8sx,1305015129965297664,2020-09-13 05:27:07,Negative
131,RT @steph_mcca: “suicide prevention month!!! &lt;3 remember to BE KIND” - girls who stopped being friends w me because sometimes i get kind of…,1305015129088483328,2020-09-13 05:27:07,Negative
132,RT @Jackicrrnz: I’m sad but at least my ass is fat,1305015128681635841,2020-09-13 05:27:07,Negative
133,RT @_vanessxa: anybody else ever randomly get sad af about mac miller? :/,1305015127817687041,2020-09-13 05:27:07,Negative
134,"i could've done way more things during qt... i could've learned how to play the piano, but no, i just got depressed… https://t.co/mmwyTQj5nN",1305015127360573440,2020-09-13 05:27:07,Negative
135,@TomEScott Sad reacts only,1305015124986679297,2020-09-13 05:27:06,Negative
136,RT @aricchen: So sad to see human being turned into this way.  https://t.co/6TFv9RJvEr,1305015124663492608,2020-09-13 05:27:06,Negative
137,"RT @tofusdubuuu: You try and justify the toxic behavior that blonks are showing, you get called out for it and instead of realizing your mi…",1305015124382691328,2020-09-13 05:27:06,Positive
138,"RT @SB19Official: @justinxjah @everydaystell @StarFMBaguio [#SB19_JUSTIN] Why are you sad Justin + e

#D3TilSB19inIMUS
#SB19 
@SB19Official…",1305015123719970816,2020-09-13 05:27:06,Negative
139,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015120465068043,2020-09-13 05:27:05,Negative
140,"RT @Robotic_Reborn: the ""Lost One"" mentioned in Neru's ""Lost One's Weeping"" isn't a generic phrase meant to refer to depressed people, the…",1305015120410546177,2020-09-13 05:27:05,Positive
141,im sad i hate it here,1305015119945109504,2020-09-13 05:27:05,Negative
142,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015118552535040,2020-09-13 05:27:04,Negative
143,"@IsiahThomas pretty sad they only won two rings, never was a fan of the bad boy pistons..but will say this, they ma… https://t.co/885glaePPL",1305015116921008129,2020-09-13 05:27:04,Negative
144,"@stevew524 @Cataphract @stillgray @JoeBiden Wow, Steve.We haven't formally met but I'm getting a strong sense of wh… https://t.co/1bbtEhVtJC",1305015116702904320,2020-09-13 05:27:04,Positive
145,@bucksin6ix_ @BarstoolBigCat It so sad that your trying to brag about guys who have never played because Wisco has… https://t.co/l6I4y4SBi4,1305015115893227521,2020-09-13 05:27:04,Negative
146,RT @AmazingBrent: Mam showed me this t-shirt. I think it's rude and it makes me sad. This is me in a good t-shirt. I like my life. I can do…,1305015114429595649,2020-09-13 05:27:03,Negative
147,"RT @DaBrat1_: Im depressed. Im tired of waking up every morning. Yea, I know that I got people that love and care about me, but yet im stil…",1305015113787650049,2020-09-13 05:27:03,Negative
148,@theynasupremacy CONFIRMED the internalized misogyny in his female characters makes me sad,1305015113737408513,2020-09-13 05:27:03,Negative
149,@Victoriahollie3 @Anita_Icke @emontzka @factsimile1 @atrupar I've never had the opportunity to go there but hear it… https://t.co/AIy7P21mfP,1305015112906895361,2020-09-13 05:27:03,Negative
150,rs i’m TIRED of hearing i’m crazy. i’m sad cause ain’t none y’all mfs go as hard as me EVERY DAMN DAY. then i’m cra… https://t.co/W7AvKu2mAw,1305015112756072448,2020-09-13 05:27:03,Negative
151,"RT @letsroIInfia: (eng) Article: [We’ve asked the stars(2)] From Lee Yeonhee to Lee Gyuhyung’s lonely hobbies/activities in their homes

th…",1305015112357441537,2020-09-13 05:27:03,Negative
152,"Earlier:*Girl child is born*
Everybody: oh no never mind agla ladka ho jaaega. Don’t be sad.
Now: *Girl child is bo… https://t.co/4w0AAUS4N6",1305015111967367168,2020-09-13 05:27:03,Negative
153,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015111783002112,2020-09-13 05:27:03,Negative
154,RT @BOKUTOSBOOTY: IF YOU ARE FEELING SAD PLEASE KNOW THAT YOU WILL BE HAPPY AGAIN!!! I THINK HAPPY PEOPLE ARE SO COOL!! BUT IT’S OKAY TO BE…,1305015109597540352,2020-09-13 05:27:02,Negative
155,"RT @Surende65028255: #Message_To_AmitabhBachchan
The sorrow ?? 
We do not want to be sad, but every man remains unhappy, because this world…",1305015108662300672,2020-09-13 05:27:02,Negative
156,@theitchinurass i thought i could did it but it made me sad later so i apologize 😞😞😞,1305015107823570944,2020-09-13 05:27:02,Negative
157,"RT @dailykkyu: finally reached the conclusion and the peace that, although it is sad i never saw euphoria live. I do not need to see jungko…",1305015107475267584,2020-09-13 05:27:02,Negative
158,RT @chel_pil: ARE YOU SAD? HERE'S SUNGJIN'S ADLIB IN YEPPEOSSEO TO MAKE YOU SADDER https://t.co/MFZ8xY3zOW,1305015106472878082,2020-09-13 05:27:02,Negative
159,sad and tired,1305015106330386432,2020-09-13 05:27:02,Negative
160,@lonely_kino You're insane. I love it,1305015106204467200,2020-09-13 05:27:01,Negative
161,RT @scysolo: IM SO SAD https://t.co/veqdF61Dr8,1305015103020908544,2020-09-13 05:27:01,Negative
162,@FarnazML64 So sad for y’all’s loss! ‼️😔‼️,1305015100525420545,2020-09-13 05:27:00,Negative
163,IM SO SAD https://t.co/GSy1m99jrR,1305015100231778306,2020-09-13 05:27:00,Negative
164,@FreaKiiRL I don’t know either at the moment because I should be depressed :P...but I care for you and hate to see you in any kind of pain.,1305015099917299713,2020-09-13 05:27:00,Negative
165,getting sad at people being happy,1305015099472728065,2020-09-13 05:27:00,Negative
166,RT @UNKNOWNXTEMPER: LMFAOO https://t.co/oMQBLVCrpG,1305015098826780677,2020-09-13 05:27:00,Negative
167,"RT @YouLoveTroy: IDC HOW SAD OR HEART BROKEN I AM, I WILL NOT POST MYSELF CRYING 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1305015097937592321,2020-09-13 05:27:00,Negative
168,RT @Miera031: I hate feeling lonely,1305015097828417536,2020-09-13 05:26:59,Negative
169,jongho saying that he knows they cut out his parts of the vlogs made me so sad because i love hearing him talk abou… https://t.co/A6CAXLfTaw,1305015097572683782,2020-09-13 05:26:59,Negative
170,"RT @Mewlions_Ind: OMG @MSuppasit!!! Its so sad but Sorry I laughed so hard rn 🤣

#หกฉากครับจารย์ https://t.co/9cdGjPOT2b",1305015095156645888,2020-09-13 05:26:59,Negative
171,RT @moccobea: lonely evening 🌥️ https://t.co/Egtejpoyp1,1305015094355603458,2020-09-13 05:26:59,Negative
172,im out of lollipops this is rlly sad,1305015093923639297,2020-09-13 05:26:59,Negative
173,"RT @EagleSoulMan: She had been shedding tears
since she'd lost her soulmate
He was her cute nightingale
She was his beloved rose
She'd crie…",1305015093873188864,2020-09-13 05:26:59,Negative
174,"Chicken Wing,
Chicken Wing, 
Hot Dog,
And Bologna,
My Life Is So Lonely.",1305015093462147072,2020-09-13 05:26:58,Negative
175,RT @STONEYHSLOT: you don’t like niall? that’s fine. he’s been ignorant as his stan it pisses me off too. but idk seeing you guys say ‘liter…,1305015091323117568,2020-09-13 05:26:58,Negative
176,@thepisceanaura Cap moon and I’ve only ever cried tears of rage in the bathroom after my phone/wallet was stolen at… https://t.co/Quz3zMvjpk,1305015091184664576,2020-09-13 05:26:58,Negative
177,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015089452343297,2020-09-13 05:26:57,Negative
178,RT @whitIeysgilbert: wait this is actually making me kind of sad now https://t.co/wts7cvBjxY,1305015088068407296,2020-09-13 05:26:57,Negative
179,It was already a sad state when Chisora took the British off Williams. I remember the talk of Fury maybe being read… https://t.co/WOPDyLotoF,1305015087879663616,2020-09-13 05:26:57,Negative
180,I’ve been waiting for Mila to fall asleep so I can clean up her toys and have a little me time. But now I’m so bored and lonely 🥺,1305015087619473409,2020-09-13 05:26:57,Negative
181,i’m so in love with loneliness and i fucking hate it,1305015087313420288,2020-09-13 05:26:57,Negative
182,RT @moccobea: lonely evening 🌥️ https://t.co/Egtejpoyp1,1305015087099506688,2020-09-13 05:26:57,Negative
183,@jopexvv @BiscAnenome @lukejposadas @TrumpNewsPolls @realDonaldTrump Ummmm...it looks good. You can’t read your own… https://t.co/4TJLXdfjXb,1305015084331089921,2020-09-13 05:26:56,Positive
184,"RT @RoyalMobISH: Single don’t mean lonely, the same way relationship don’t mean happy.",1305015082909405184,2020-09-13 05:26:56,Positive
185,RT @Glow__Goddess: nobody notices how sad you are until it turns into anger..... now you crazy and need help,1305015082708017152,2020-09-13 05:26:56,Negative
